year,Method,lat_position,term,estimate,std.error,statistic,p.value,conditional_sd,sig,Edge,Species
1981,Most Distal Point,39.766667,year,0.003423936767260329,0.01526189550614942,0.2243454468601711,0.823482042775329,1.4339821242647506,no,Equatorward,Urophycis tenuis
1981,Mean of Most Distal Points,39.88333333333333,year,0.007436097155883561,0.008747530371255188,0.8500796042182305,0.3996838554866825,0.8219032936497768,no,Equatorward,Urophycis tenuis
1981,Weighted Mean of Most Distal Points,39.9249999,year,0.004119267121443911,0.00860938226372909,0.4784625650551241,0.6345873466011798,0.8089231289897835,no,Equatorward,Urophycis tenuis
1981,0.10 Quantile,41.233333,year,0.008589532549934935,0.003599820876581511,2.3860999878671163,0.021199844151114002,0.3382331366043617,yes,Equatorward,Urophycis tenuis
1981,0.05 Quantile,40.516667,year,0.014610113254450965,0.004576684415013436,3.192292045858284,0.0025459991058464737,0.4300175975445506,yes,Equatorward,Urophycis tenuis
1981,0.01 Quantile,39.95,year,0.016311887175966135,0.005374812548451919,3.0348755475508384,0.003951109917274268,0.5050083793751836,yes,Equatorward,Urophycis tenuis
1982,Most Distal Point,40.183333,year,0.003423936767260329,0.01526189550614942,0.2243454468601711,0.823482042775329,1.4339821242647506,no,Equatorward,Urophycis tenuis
1982,Mean of Most Distal Points,40.20555533333333,year,0.007436097155883561,0.008747530371255188,0.8500796042182305,0.3996838554866825,0.8219032936497768,no,Equatorward,Urophycis tenuis
1982,Weighted Mean of Most Distal Points,40.199999749999996,year,0.004119267121443911,0.00860938226372909,0.4784625650551241,0.6345873466011798,0.8089231289897835,no,Equatorward,Urophycis tenuis
1982,0.10 Quantile,41.633333,year,0.008589532549934935,0.003599820876581511,2.3860999878671163,0.021199844151114002,0.3382331366043617,yes,Equatorward,Urophycis tenuis
1982,0.05 Quantile,40.58250005,year,0.014610113254450965,0.004576684415013436,3.192292045858284,0.0025459991058464737,0.4300175975445506,yes,Equatorward,Urophycis tenuis
1982,0.01 Quantile,40.2915,year,0.016311887175966135,0.005374812548451919,3.0348755475508384,0.003951109917274268,0.5050083793751836,yes,Equatorward,Urophycis tenuis
1983,Most Distal Point,40.316667,year,0.003423936767260329,0.01526189550614942,0.2243454468601711,0.823482042775329,1.4339821242647506,no,Equatorward,Urophycis tenuis
1983,Mean of Most Distal Points,40.34444466666667,year,0.007436097155883561,0.008747530371255188,0.8500796042182305,0.3996838554866825,0.8219032936497768,no,Equatorward,Urophycis tenuis
1983,Weighted Mean of Most Distal Points,40.35392188235294,year,0.004119267121443911,0.00860938226372909,0.4784625650551241,0.6345873466011798,0.8089231289897835,no,Equatorward,Urophycis tenuis
1983,0.10 Quantile,41.733333,year,0.008589532549934935,0.003599820876581511,2.3860999878671163,0.021199844151114002,0.3382331366043617,yes,Equatorward,Urophycis tenuis
1983,0.05 Quantile,40.6,year,0.014610113254450965,0.004576684415013436,3.192292045858284,0.0025459991058464737,0.4300175975445506,yes,Equatorward,Urophycis tenuis
1983,0.01 Quantile,40.366667,year,0.016311887175966135,0.005374812548451919,3.0348755475508384,0.003951109917274268,0.5050083793751836,yes,Equatorward,Urophycis tenuis
1984,Most Distal Point,40.033333,year,0.003423936767260329,0.01526189550614942,0.2243454468601711,0.823482042775329,1.4339821242647506,no,Equatorward,Urophycis tenuis
1984,Mean of Most Distal Points,40.533333,year,0.007436097155883561,0.008747530371255188,0.8500796042182305,0.3996838554866825,0.8219032936497768,no,Equatorward,Urophycis tenuis
1984,Weighted Mean of Most Distal Points,40.533333,year,0.004119267121443911,0.00860938226372909,0.4784625650551241,0.6345873466011798,0.8089231289897835,no,Equatorward,Urophycis tenuis
1984,0.10 Quantile,41.766667,year,0.008589532549934935,0.003599820876581511,2.3860999878671163,0.021199844151114002,0.3382331366043617,yes,Equatorward,Urophycis tenuis
1984,0.05 Quantile,41.65,year,0.014610113254450965,0.004576684415013436,3.192292045858284,0.0025459991058464737,0.4300175975445506,yes,Equatorward,Urophycis tenuis
1984,0.01 Quantile,41.1,year,0.016311887175966135,0.005374812548451919,3.0348755475508384,0.003951109917274268,0.5050083793751836,yes,Equatorward,Urophycis tenuis
1985,Most Distal Point,39.9,year,0.003423936767260329,0.01526189550614942,0.2243454468601711,0.823482042775329,1.4339821242647506,no,Equatorward,Urophycis tenuis
1985,Mean of Most Distal Points,39.988889,year,0.007436097155883561,0.008747530371255188,0.8500796042182305,0.3996838554866825,0.8219032936497768,no,Equatorward,Urophycis tenuis
1985,Weighted Mean of Most Distal Points,39.97619057142857,year,0.004119267121443911,0.00860938226372909,0.4784625650551241,0.6345873466011798,0.8089231289897835,no,Equatorward,Urophycis tenuis
1985,0.10 Quantile,41.133333,year,0.008589532549934935,0.003599820876581511,2.3860999878671163,0.021199844151114002,0.3382331366043617,yes,Equatorward,Urophycis tenuis
1985,0.05 Quantile,41.05,year,0.014610113254450965,0.004576684415013436,3.192292045858284,0.0025459991058464737,0.4300175975445506,yes,Equatorward,Urophycis tenuis
1985,0.01 Quantile,40.916667,year,0.016311887175966135,0.005374812548451919,3.0348755475508384,0.003951109917274268,0.5050083793751836,yes,Equatorward,Urophycis tenuis
1986,Most Distal Point,38.416667,year,0.003423936767260329,0.01526189550614942,0.2243454468601711,0.823482042775329,1.4339821242647506,no,Equatorward,Urophycis tenuis
1986,Mean of Most Distal Points,39.255555666666666,year,0.007436097155883561,0.008747530371255188,0.8500796042182305,0.3996838554866825,0.8219032936497768,no,Equatorward,Urophycis tenuis
1986,Weighted Mean of Most Distal Points,39.39259277777777,year,0.004119267121443911,0.00860938226372909,0.4784625650551241,0.6345873466011798,0.8089231289897835,no,Equatorward,Urophycis tenuis
1986,0.10 Quantile,41.5,year,0.008589532549934935,0.003599820876581511,2.3860999878671163,0.021199844151114002,0.3382331366043617,yes,Equatorward,Urophycis tenuis
1986,0.05 Quantile,40.443333550000006,year,0.014610113254450965,0.004576684415013436,3.192292045858284,0.0025459991058464737,0.4300175975445506,yes,Equatorward,Urophycis tenuis
1986,0.01 Quantile,39.816667,year,0.016311887175966135,0.005374812548451919,3.0348755475508384,0.003951109917274268,0.5050083793751836,yes,Equatorward,Urophycis tenuis
1987,Most Distal Point,39.966667,year,0.003423936767260329,0.01526189550614942,0.2243454468601711,0.823482042775329,1.4339821242647506,no,Equatorward,Urophycis tenuis
1987,Mean of Most Distal Points,40.561111000000004,year,0.007436097155883561,0.008747530371255188,0.8500796042182305,0.3996838554866825,0.8219032936497768,no,Equatorward,Urophycis tenuis
1987,Weighted Mean of Most Distal Points,40.736111,year,0.004119267121443911,0.00860938226372909,0.4784625650551241,0.6345873466011798,0.8089231289897835,no,Equatorward,Urophycis tenuis
1987,0.10 Quantile,41.93333299999999,year,0.008589532549934935,0.003599820876581511,2.3860999878671163,0.021199844151114002,0.3382331366043617,yes,Equatorward,Urophycis tenuis
1987,0.05 Quantile,41.866667,year,0.014610113254450965,0.004576684415013436,3.192292045858284,0.0025459991058464737,0.4300175975445506,yes,Equatorward,Urophycis tenuis
1987,0.01 Quantile,41.483333,year,0.016311887175966135,0.005374812548451919,3.0348755475508384,0.003951109917274268,0.5050083793751836,yes,Equatorward,Urophycis tenuis
1988,Most Distal Point,40.35,year,0.003423936767260329,0.01526189550614942,0.2243454468601711,0.823482042775329,1.4339821242647506,no,Equatorward,Urophycis tenuis
1988,Mean of Most Distal Points,40.44444466666667,year,0.007436097155883561,0.008747530371255188,0.8500796042182305,0.3996838554866825,0.8219032936497768,no,Equatorward,Urophycis tenuis
1988,Weighted Mean of Most Distal Points,40.44444466666667,year,0.004119267121443911,0.00860938226372909,0.4784625650551241,0.6345873466011798,0.8089231289897835,no,Equatorward,Urophycis tenuis
1988,0.10 Quantile,41.783333,year,0.008589532549934935,0.003599820876581511,2.3860999878671163,0.021199844151114002,0.3382331366043617,yes,Equatorward,Urophycis tenuis
1988,0.05 Quantile,41.766667,year,0.014610113254450965,0.004576684415013436,3.192292045858284,0.0025459991058464737,0.4300175975445506,yes,Equatorward,Urophycis tenuis
1988,0.01 Quantile,41.383333,year,0.016311887175966135,0.005374812548451919,3.0348755475508384,0.003951109917274268,0.5050083793751836,yes,Equatorward,Urophycis tenuis
1989,Most Distal Point,40.466667,year,0.003423936767260329,0.01526189550614942,0.2243454468601711,0.823482042775329,1.4339821242647506,no,Equatorward,Urophycis tenuis
1989,Mean of Most Distal Points,40.5,year,0.007436097155883561,0.008747530371255188,0.8500796042182305,0.3996838554866825,0.8219032936497768,no,Equatorward,Urophycis tenuis
1989,Weighted Mean of Most Distal Points,40.5,year,0.004119267121443911,0.00860938226372909,0.4784625650551241,0.6345873466011798,0.8089231289897835,no,Equatorward,Urophycis tenuis
1989,0.10 Quantile,41.283333,year,0.008589532549934935,0.003599820876581511,2.3860999878671163,0.021199844151114002,0.3382331366043617,yes,Equatorward,Urophycis tenuis
1989,0.05 Quantile,41.216667,year,0.014610113254450965,0.004576684415013436,3.192292045858284,0.0025459991058464737,0.4300175975445506,yes,Equatorward,Urophycis tenuis
1989,0.01 Quantile,40.866667,year,0.016311887175966135,0.005374812548451919,3.0348755475508384,0.003951109917274268,0.5050083793751836,yes,Equatorward,Urophycis tenuis
1990,Most Distal Point,38.833333,year,0.003423936767260329,0.01526189550614942,0.2243454468601711,0.823482042775329,1.4339821242647506,no,Equatorward,Urophycis tenuis
1990,Mean of Most Distal Points,39.677777666666664,year,0.007436097155883561,0.008747530371255188,0.8500796042182305,0.3996838554866825,0.8219032936497768,no,Equatorward,Urophycis tenuis
1990,Weighted Mean of Most Distal Points,39.677777666666664,year,0.004119267121443911,0.00860938226372909,0.4784625650551241,0.6345873466011798,0.8089231289897835,no,Equatorward,Urophycis tenuis
1990,0.10 Quantile,41.233333,year,0.008589532549934935,0.003599820876581511,2.3860999878671163,0.021199844151114002,0.3382331366043617,yes,Equatorward,Urophycis tenuis
1990,0.05 Quantile,40.783333,year,0.014610113254450965,0.004576684415013436,3.192292045858284,0.0025459991058464737,0.4300175975445506,yes,Equatorward,Urophycis tenuis
1990,0.01 Quantile,40.45,year,0.016311887175966135,0.005374812548451919,3.0348755475508384,0.003951109917274268,0.5050083793751836,yes,Equatorward,Urophycis tenuis
1991,Most Distal Point,39.916667,year,0.003423936767260329,0.01526189550614942,0.2243454468601711,0.823482042775329,1.4339821242647506,no,Equatorward,Urophycis tenuis
1991,Mean of Most Distal Points,40.13333333333333,year,0.007436097155883561,0.008747530371255188,0.8500796042182305,0.3996838554866825,0.8219032936497768,no,Equatorward,Urophycis tenuis
1991,Weighted Mean of Most Distal Points,40.07272745454545,year,0.004119267121443911,0.00860938226372909,0.4784625650551241,0.6345873466011798,0.8089231289897835,no,Equatorward,Urophycis tenuis
1991,0.10 Quantile,41.233333,year,0.008589532549934935,0.003599820876581511,2.3860999878671163,0.021199844151114002,0.3382331366043617,yes,Equatorward,Urophycis tenuis
1991,0.05 Quantile,41.05,year,0.014610113254450965,0.004576684415013436,3.192292045858284,0.0025459991058464737,0.4300175975445506,yes,Equatorward,Urophycis tenuis
1991,0.01 Quantile,39.916667,year,0.016311887175966135,0.005374812548451919,3.0348755475508384,0.003951109917274268,0.5050083793751836,yes,Equatorward,Urophycis tenuis
1992,Most Distal Point,39.85,year,0.003423936767260329,0.01526189550614942,0.2243454468601711,0.823482042775329,1.4339821242647506,no,Equatorward,Urophycis tenuis
1992,Mean of Most Distal Points,39.92222233333333,year,0.007436097155883561,0.008747530371255188,0.8500796042182305,0.3996838554866825,0.8219032936497768,no,Equatorward,Urophycis tenuis
1992,Weighted Mean of Most Distal Points,39.92222233333333,year,0.004119267121443911,0.00860938226372909,0.4784625650551241,0.6345873466011798,0.8089231289897835,no,Equatorward,Urophycis tenuis
1992,0.10 Quantile,41.766667,year,0.008589532549934935,0.003599820876581511,2.3860999878671163,0.021199844151114002,0.3382331366043617,yes,Equatorward,Urophycis tenuis
1992,0.05 Quantile,41.65,year,0.014610113254450965,0.004576684415013436,3.192292045858284,0.0025459991058464737,0.4300175975445506,yes,Equatorward,Urophycis tenuis
1992,0.01 Quantile,41.066667,year,0.016311887175966135,0.005374812548451919,3.0348755475508384,0.003951109917274268,0.5050083793751836,yes,Equatorward,Urophycis tenuis
1993,Most Distal Point,40.416667,year,0.003423936767260329,0.01526189550614942,0.2243454468601711,0.823482042775329,1.4339821242647506,no,Equatorward,Urophycis tenuis
1993,Mean of Most Distal Points,40.85555566666667,year,0.007436097155883561,0.008747530371255188,0.8500796042182305,0.3996838554866825,0.8219032936497768,no,Equatorward,Urophycis tenuis
1993,Weighted Mean of Most Distal Points,40.908333500000005,year,0.004119267121443911,0.00860938226372909,0.4784625650551241,0.6345873466011798,0.8089231289897835,no,Equatorward,Urophycis tenuis
1993,0.10 Quantile,41.866667,year,0.008589532549934935,0.003599820876581511,2.3860999878671163,0.021199844151114002,0.3382331366043617,yes,Equatorward,Urophycis tenuis
1993,0.05 Quantile,41.866667,year,0.014610113254450965,0.004576684415013436,3.192292045858284,0.0025459991058464737,0.4300175975445506,yes,Equatorward,Urophycis tenuis
1993,0.01 Quantile,41.683333,year,0.016311887175966135,0.005374812548451919,3.0348755475508384,0.003951109917274268,0.5050083793751836,yes,Equatorward,Urophycis tenuis
1994,Most Distal Point,40,year,0.003423936767260329,0.01526189550614942,0.2243454468601711,0.823482042775329,1.4339821242647506,no,Equatorward,Urophycis tenuis
1994,Mean of Most Distal Points,40.511111,year,0.007436097155883561,0.008747530371255188,0.8500796042182305,0.3996838554866825,0.8219032936497768,no,Equatorward,Urophycis tenuis
1994,Weighted Mean of Most Distal Points,40.78231533640553,year,0.004119267121443911,0.00860938226372909,0.4784625650551241,0.6345873466011798,0.8089231289897835,no,Equatorward,Urophycis tenuis
1994,0.10 Quantile,40.783333,year,0.008589532549934935,0.003599820876581511,2.3860999878671163,0.021199844151114002,0.3382331366043617,yes,Equatorward,Urophycis tenuis
1994,0.05 Quantile,40.783333,year,0.014610113254450965,0.004576684415013436,3.192292045858284,0.0025459991058464737,0.4300175975445506,yes,Equatorward,Urophycis tenuis
1994,0.01 Quantile,40.783333,year,0.016311887175966135,0.005374812548451919,3.0348755475508384,0.003951109917274268,0.5050083793751836,yes,Equatorward,Urophycis tenuis
1995,Most Distal Point,40.433333,year,0.003423936767260329,0.01526189550614942,0.2243454468601711,0.823482042775329,1.4339821242647506,no,Equatorward,Urophycis tenuis
1995,Mean of Most Distal Points,40.766666666666666,year,0.007436097155883561,0.008747530371255188,0.8500796042182305,0.3996838554866825,0.8219032936497768,no,Equatorward,Urophycis tenuis
1995,Weighted Mean of Most Distal Points,41.170115241379314,year,0.004119267121443911,0.00860938226372909,0.4784625650551241,0.6345873466011798,0.8089231289897835,no,Equatorward,Urophycis tenuis
1995,0.10 Quantile,41.816667,year,0.008589532549934935,0.003599820876581511,2.3860999878671163,0.021199844151114002,0.3382331366043617,yes,Equatorward,Urophycis tenuis
1995,0.05 Quantile,41.533333,year,0.014610113254450965,0.004576684415013436,3.192292045858284,0.0025459991058464737,0.4300175975445506,yes,Equatorward,Urophycis tenuis
1995,0.01 Quantile,41.216667,year,0.016311887175966135,0.005374812548451919,3.0348755475508384,0.003951109917274268,0.5050083793751836,yes,Equatorward,Urophycis tenuis
